"","P607 - Nº Trabajadores","P639 - Años Funcionamiento","P640 - Método Contable","P978 - Smartphones","P1010 - Ingresos ($)","P1087 - PC Escritorio","P1088 - PC Portátil","P1559 - Redes Sociales","P2524 - Acceso a Internet","P2529 - Velocidad Internet","P2532 - Página Web","SECTOR - Sector Económico"
"1648",1,"5 a menos de 10 años","Otro tipo de cuentas",0,9.8e+07,0,0,"No","No",NA,"No","Comercio"
"1649",1,"5 a menos de 10 años","No lleva",0,1.8e+07,0,0,"No","No",NA,"No","Comercio"
"1650",3,"10 años o más","P o G o Balance General",0,6e+07,3,0,"No","Sí","4 MB o más","No","Servicios"
"1651",1,"10 años o más","P o G o Balance General",0,3.7e+07,1,0,"No","No",NA,"No","Comercio"
"1652",2,"3 a menos de 5 años","Libro de registro diario",0,6.5e+07,0,1,"Sí","Sí","4 MB o más","Sí","Comercio"
"1653",1,"3 a menos de 5 años","No lleva",0,2.1e+07,1,0,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Servicios"
"1654",2,"5 a menos de 10 años","Libro de registro diario",0,34200000,0,1,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1655",1,"5 a menos de 10 años","Libro de registro diario",0,7e+06,0,0,"No","No",NA,"No","Comercio"
"1656",2,"3 a menos de 5 años","Otro tipo de cuentas",0,7e+07,1,0,"No","Sí","Menos de 2 MB","No","Servicios"
"1657",3,"10 años o más","Libro de registro diario",0,1.08e+08,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1658",2,"3 a menos de 5 años","P o G o Balance General",0,93600000,1,1,"No","No",NA,"No","Comercio"
"1659",2,"1 a menos de 3 años","Otro tipo de cuentas",0,7.2e+07,0,0,"No","No",NA,"No","Comercio"
"1660",6,"5 a menos de 10 años","P o G o Balance General",0,2.16e+08,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"1661",1,"10 años o más","Otro tipo de cuentas",0,34250000,0,0,"No","No",NA,"No","Comercio"
"1662",2,"10 años o más","Libro de registro diario",0,7e+07,0,0,"No","No",NA,"No","Comercio"
"1663",1,"10 años o más","Libro de registro diario",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"1664",3,"10 años o más","Otro tipo de cuentas",0,62400000,0,0,"No","No",NA,"No","Servicios"
"1665",1,"10 años o más","Libro de registro diario",0,7.5e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1666",8,"10 años o más","Libro de registro diario",0,3.22e+08,0,0,"No","No",NA,"No","Comercio"
"1667",2,"10 años o más","P o G o Balance General",0,1.86e+08,1,0,"No","Sí","4 MB o más","No","Comercio"
"1668",6,"10 años o más","Otro tipo de cuentas",0,9.12e+08,0,0,"No","No",NA,"No","Comercio"
"1669",2,"10 años o más","Libro de registro diario",0,187200000,0,0,"No","No",NA,"No","Comercio"
"1670",2,"3 a menos de 5 años","Otro tipo de cuentas",0,90600000,1,0,"No","Sí","Menos de 2 MB","No","Servicios"
"1671",2,"10 años o más","Otro tipo de cuentas",0,2.16e+08,0,0,"No","No",NA,"No","Comercio"
"1672",1,"10 años o más","P o G o Balance General",0,15667000,0,0,"No","No",NA,"No","Comercio"
"1673",1,"10 años o más","No lleva",0,2.2e+07,0,0,"No","No",NA,"No","Comercio"
"1674",2,"10 años o más","No lleva",0,6e+07,1,0,"No","Sí","Menos de 2 MB","No","Servicios"
"1675",1,"10 años o más","P o G o Balance General",0,3e+07,0,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1676",1,"10 años o más","Otro tipo de cuentas",0,3.4e+07,0,0,"No","No",NA,"No","Comercio"
"1677",1,"10 años o más","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"1678",4,"3 a menos de 5 años","P o G o Balance General",0,1e+07,1,0,"No","No",NA,"No","Industria"
"1679",3,"5 a menos de 10 años","Libro de registro diario",0,92109000,0,0,"No","No",NA,"No","Comercio"
"1680",1,"10 años o más","Libro de registro diario",0,3e+07,0,0,"No","No",NA,"No","Servicios"
"1681",1,"1 a menos de 3 años","Libro de registro diario",0,3e+07,0,0,"No","No",NA,"No","Comercio"
"1682",2,"10 años o más","Libro de registro diario",0,7e+07,0,0,"No","No",NA,"Sí","Comercio"
"1683",1,"5 a menos de 10 años","No lleva",0,2.8e+07,0,0,"No","No",NA,"No","Servicios"
"1684",1,"10 años o más","Libro de registro diario",0,62400000,0,0,"No","No",NA,"Sí","Servicios"
"1685",2,"1 a menos de 3 años","Libro de registro diario",0,5.2e+07,0,0,"No","No",NA,"No","Comercio"
"1686",1,"10 años o más","Otro tipo de cuentas",0,48700000,0,0,"No","No",NA,"No","Comercio"
"1687",1,"5 a menos de 10 años","Otro tipo de cuentas",0,5.5e+07,0,0,"No","No",NA,"No","Comercio"
"1688",1,"3 a menos de 5 años","Otro tipo de cuentas",0,9.3e+07,0,1,"No","No",NA,"No","Comercio"
"1689",1,"1 a menos de 3 años","P o G o Balance General",0,1.2e+08,0,0,"No","No",NA,"No","Comercio"
"1690",2,"5 a menos de 10 años","Otro tipo de cuentas",0,1.89e+08,0,0,"No","No",NA,"No","Comercio"
"1691",2,"3 a menos de 5 años","P o G o Balance General",0,6e+07,0,0,"No","No",NA,"No","Comercio"
"1692",3,"1 a menos de 3 años","Libro de registro diario",0,5.4e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1693",2,"3 a menos de 5 años","Otro tipo de cuentas",0,1.2e+08,0,1,"No","No",NA,"No","Comercio"
"1694",1,"5 a menos de 10 años","Libro de registro diario",0,62400000,0,0,"No","No",NA,"No","Comercio"
"1695",3,"5 a menos de 10 años","Libro de registro diario",0,9.6e+07,0,0,"No","No",NA,"No","Comercio"
"1696",3,"10 años o más","Libro de registro diario",0,2.28e+08,0,0,"No","No",NA,"No","Comercio"
"1697",2,"10 años o más","No lleva",0,1e+07,1,0,"No","No",NA,"No","Servicios"
"1698",2,"5 a menos de 10 años","Libro de registro diario",0,6e+07,1,0,"No","No",NA,"No","Comercio"
"1699",1,"5 a menos de 10 años","Libro de registro diario",0,1.2e+07,4,1,"Sí","Sí","4 MB o más","Sí","Servicios"
"1700",3,"1 a menos de 3 años","Libro de registro diario",0,7.1e+07,0,0,"No","No",NA,"No","Comercio"
"1701",1,"10 años o más","Libro de registro diario",0,5.7e+07,1,0,"No","Sí","Móvil 2G","No","Servicios"
"1702",3,"1 a menos de 3 años","Libro de registro diario",0,4.5e+07,1,0,"No","No",NA,"No","Comercio"
"1703",2,"10 años o más","P o G o Balance General",0,4.2e+07,0,0,"Sí","No",NA,"Sí","Servicios"
"1704",5,"10 años o más","Libro de registro diario",0,1.4e+08,1,0,"No","Sí","4 MB o más","No","Comercio"
"1705",1,"1 a menos de 3 años","Libro de registro diario",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"1706",2,"3 a menos de 5 años","Otro tipo de cuentas",0,192500000,1,0,"No","No",NA,"No","Comercio"
"1707",7,"5 a menos de 10 años","P o G o Balance General",0,8.4e+08,3,0,"No","Sí","Entre 2 y menos de 4 MB","Sí","Industria"
"1708",4,"5 a menos de 10 años","P o G o Balance General",0,7.8e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1709",1,"10 años o más","Libro de registro diario",0,6.3e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"1710",2,"3 a menos de 5 años","Libro de registro diario",0,9.6e+07,2,0,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Servicios"
"1711",2,"3 a menos de 5 años","P o G o Balance General",0,57400000,1,1,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1712",2,"10 años o más","Libro de registro diario",0,3.6e+07,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1713",3,"10 años o más","Libro de registro diario",0,5e+07,2,0,"No","Sí","4 MB o más","No","Servicios"
"1714",8,"1 a menos de 3 años","Libro de registro diario",1,3.8e+08,1,1,"No","Sí","4 MB o más","No","Comercio"
"1715",3,"5 a menos de 10 años","No lleva",0,3.6e+07,2,0,"No","Sí","4 MB o más","No","Servicios"
"1716",1,"10 años o más","No lleva",0,2.4e+07,0,0,"No","No",NA,"No","Servicios"
"1717",5,"1 a menos de 3 años","Libro de registro diario",0,4e+07,2,0,"No","No",NA,"No","Comercio"
"1718",2,"5 a menos de 10 años","No lleva",0,8400000,0,0,"No","No",NA,"No","Comercio"
"1719",2,"10 años o más","No lleva",0,3.5e+07,0,1,"No","Sí","Menos de 2 MB","No","Servicios"
"1720",2,"10 años o más","Libro de registro diario",0,1.08e+08,1,0,"No","No",NA,"No","Servicios"
"1721",2,"5 a menos de 10 años","Libro de registro diario",0,3.6e+07,0,0,"No","No",NA,"No","Servicios"
"1722",5,"10 años o más","Libro de registro diario",0,44685000,5,0,"No","Sí","4 MB o más","No","Servicios"
"1723",6,"10 años o más","Libro de registro diario",0,6e+08,4,0,"No","Sí","4 MB o más","No","Servicios"
"1724",5,"10 años o más","P o G o Balance General",0,4.68e+08,0,0,"No","Sí","4 MB o más","No","Industria"
"1725",1,"5 a menos de 10 años","Libro de registro diario",0,7e+07,0,0,"No","No",NA,"No","Comercio"
"1726",3,"10 años o más","Libro de registro diario",0,9e+07,1,1,"No","Sí","4 MB o más","No","Servicios"
"1727",2,"10 años o más","Libro de registro diario",0,1.2e+08,0,1,"No","Sí","4 MB o más","No","Servicios"
"1728",5,"10 años o más","P o G o Balance General",0,2.6e+08,3,0,"No","Sí","4 MB o más","No","Servicios"
"1729",2,"10 años o más","Libro de registro diario",0,8e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"1730",1,"10 años o más","No lleva",0,1.4e+07,0,0,"No","No",NA,"No","Servicios"
"1731",2,"10 años o más","Otro tipo de cuentas",0,4.2e+07,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1732",1,"10 años o más","Libro de registro diario",0,4.5e+07,2,0,"No","Sí","4 MB o más","No","Servicios"
"1733",1,"5 a menos de 10 años","No lleva",0,3.6e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1734",2,"10 años o más","Libro de registro diario",0,1e+08,3,2,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1735",2,"10 años o más","P o G o Balance General",0,35100000,3,0,"No","Sí","4 MB o más","No","Servicios"
"1736",1,"5 a menos de 10 años","Libro de registro diario",0,171600000,0,0,"No","No",NA,"No","Comercio"
"1737",2,"10 años o más","P o G o Balance General",0,3.4e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1738",2,"10 años o más","P o G o Balance General",0,3.12e+08,1,0,"No","No",NA,"No","Comercio"
"1739",2,"10 años o más","Otro tipo de cuentas",0,1.92e+08,0,0,"No","No",NA,"No","Comercio"
"1740",3,"10 años o más","Libro de registro diario",0,1e+08,0,0,"No","No",NA,"No","Comercio"
"1741",1,"3 a menos de 5 años","P o G o Balance General",0,4.8e+08,0,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1742",3,"5 a menos de 10 años","Libro de registro diario",0,3e+07,0,0,"Sí","No",NA,"Sí","Industria"
"1743",5,"10 años o más","P o G o Balance General",0,1.1e+08,2,0,"No","Sí","4 MB o más","No","Servicios"
"1744",2,"10 años o más","Libro de registro diario",0,8000600,0,0,"No","Sí","4 MB o más","No","Servicios"
"1745",1,"10 años o más","No lleva",0,1e+07,0,0,"No","No",NA,"No","Comercio"
"1746",3,"10 años o más","P o G o Balance General",0,1.8e+08,1,0,"No","Sí","4 MB o más","Sí","Industria"
"1747",3,"1 a menos de 3 años","P o G o Balance General",0,9.5e+07,1,1,"Sí","Sí","4 MB o más","Sí","Servicios"
"1748",2,"5 a menos de 10 años","Libro de registro diario",0,1e+08,2,1,"Sí","Sí","4 MB o más","Sí","Servicios"
"1749",2,"10 años o más","Libro de registro diario",0,1.4e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1750",2,"10 años o más","Libro de registro diario",0,1.45e+08,1,0,"No","Sí","4 MB o más","No","Servicios"
"1751",3,"10 años o más","Libro de registro diario",0,1.25e+08,1,1,"No","Sí","4 MB o más","No","Servicios"
"1752",2,"10 años o más","P o G o Balance General",0,9e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"1753",2,"10 años o más","Libro de registro diario",0,8.5e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"1754",2,"3 a menos de 5 años","Libro de registro diario",0,1.4e+08,1,0,"No","Sí","4 MB o más","No","Servicios"
"1755",1,"5 a menos de 10 años","Libro de registro diario",0,8e+07,0,1,"No","Sí","4 MB o más","No","Servicios"
"1756",2,"1 a menos de 3 años","P o G o Balance General",0,7e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"1757",1,"1 a menos de 3 años","P o G o Balance General",0,1.2e+07,0,1,"No","Sí","Móvil 2G","No","Servicios"
"1758",7,"3 a menos de 5 años","P o G o Balance General",0,1.56e+08,0,0,"No","No",NA,"No","Comercio"
"1759",1,"5 a menos de 10 años","No lleva",0,33600000,1,0,"No","Sí","Móvil 4G","No","Servicios"
"1760",4,"10 años o más","Libro de registro diario",0,1.19e+08,3,0,"No","No",NA,"No","Servicios"
"1761",2,"10 años o más","Otro tipo de cuentas",0,5e+07,0,0,"No","No",NA,"No","Servicios"
"1762",3,"3 a menos de 5 años","Libro de registro diario",0,1.8e+08,0,0,"No","No",NA,"No","Comercio"
"1763",2,"10 años o más","Otro tipo de cuentas",0,1.51e+08,0,0,"No","No",NA,"No","Comercio"
"1764",1,"5 a menos de 10 años","No lleva",0,1.6e+07,0,0,"No","No",NA,"No","Comercio"
"1765",1,"5 a menos de 10 años","No lleva",0,2.4e+07,0,0,"No","No",NA,"No","Comercio"
"1766",4,"10 años o más","P o G o Balance General",0,7.8e+07,1,0,"Sí","Sí","4 MB o más","Sí","Comercio"
"1767",4,"3 a menos de 5 años","Otro tipo de cuentas",0,18100000,1,0,"No","No",NA,"No","Industria"
"1768",1,"1 a menos de 3 años","Otro tipo de cuentas",0,2.6e+08,0,1,"No","No",NA,"No","Comercio"
"1769",1,"5 a menos de 10 años","No lleva",0,2.4e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1770",2,"10 años o más","P o G o Balance General",0,8e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"1771",2,"10 años o más","P o G o Balance General",0,1.26e+08,1,1,"No","Sí","4 MB o más","No","Industria"
"1772",2,"10 años o más","No lleva",0,2e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1773",2,"10 años o más","No lleva",0,3e+07,1,0,"No","No",NA,"No","Servicios"
"1774",4,"1 a menos de 3 años","P o G o Balance General",0,5.4e+07,1,1,"Sí","Sí","4 MB o más","Sí","Servicios"
"1775",2,"10 años o más","Libro de registro diario",0,1.5e+07,0,0,"No","No",NA,"No","Servicios"
"1776",1,"10 años o más","No lleva",0,2e+07,1,0,"No","No",NA,"No","Servicios"
"1777",1,"10 años o más","Libro de registro diario",0,3.6e+07,0,0,"No","No",NA,"No","Servicios"
"1778",2,"10 años o más","P o G o Balance General",0,2.35e+08,1,1,"No","Sí","4 MB o más","No","Servicios"
"1779",2,"1 a menos de 3 años","Libro de registro diario",0,1.25e+08,1,1,"No","Sí",NA,"No","Servicios"
"1780",2,"5 a menos de 10 años","Libro de registro diario",0,11500000,0,0,"No","No",NA,"No","Servicios"
"1781",3,"1 a menos de 3 años","P o G o Balance General",0,7.5e+07,1,0,"Sí","Sí","4 MB o más","Sí","Comercio"
"1782",2,"10 años o más","Libro de registro diario",0,4.2e+07,1,0,"No","Sí","4 MB o más","No","Industria"
"1783",5,"1 a menos de 3 años","P o G o Balance General",0,2.85e+08,2,0,"Sí","Sí","4 MB o más","Sí","Comercio"
"1784",8,"5 a menos de 10 años","P o G o Balance General",0,2.34e+08,3,0,"Sí","Sí","4 MB o más","Sí","Servicios"
"1785",2,"1 a menos de 3 años","P o G o Balance General",1,1.35e+08,0,0,"No","Sí","4 MB o más","No","Servicios"
"1786",4,"5 a menos de 10 años","P o G o Balance General",0,5.16e+08,1,0,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Comercio"
"1787",2,"1 a menos de 3 años","Otro tipo de cuentas",0,1.32e+08,0,0,"No","No",NA,"No","Comercio"
"1788",1,"3 a menos de 5 años","Otro tipo de cuentas",0,37400000,0,0,"No","No",NA,"No","Comercio"
"1789",1,"3 a menos de 5 años","P o G o Balance General",0,6e+07,0,0,"No","No",NA,"No","Comercio"
"1790",1,"5 a menos de 10 años","Otro tipo de cuentas",0,2.4e+08,0,0,"No","No",NA,"No","Comercio"
"1791",1,"1 a menos de 3 años","P o G o Balance General",0,7.2e+07,0,0,"No","No",NA,"No","Comercio"
"1792",1,"10 años o más","No lleva",0,8400000,0,0,"No","No",NA,"No","Servicios"
"1793",1,"10 años o más","No lleva",0,8400000,0,0,"No","No",NA,"No","Servicios"
"1794",3,"3 a menos de 5 años","Libro de registro diario",0,2.5e+08,1,0,"Sí","Sí","4 MB o más","Sí","Servicios"
"1795",4,"5 a menos de 10 años","P o G o Balance General",1,2.4e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1796",1,"3 a menos de 5 años","No lleva",0,8400000,0,0,"No","No",NA,"No","Servicios"
"1797",2,"10 años o más","P o G o Balance General",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"1798",6,"5 a menos de 10 años","P o G o Balance General",0,561600000,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1799",2,"10 años o más","Libro de registro diario",0,1e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"1800",5,"10 años o más","P o G o Balance General",0,4.92e+08,4,1,"No","Sí","Entre 2 y menos de 4 MB","Sí","Servicios"
"1801",1,"3 a menos de 5 años","Libro de registro diario",0,9e+06,0,0,"No","No",NA,"No","Comercio"
"1802",1,"10 años o más","No lleva",0,2.8e+07,0,0,"No","No",NA,"No","Servicios"
"1803",1,"10 años o más","No lleva",0,3600000,0,0,"No","No",NA,"No","Comercio"
"1804",1,"10 años o más","No lleva",0,16224000,0,0,"No","No",NA,"No","Comercio"
"1805",2,"3 a menos de 5 años","Libro de registro diario",0,1.35e+08,1,0,"No","Sí","4 MB o más","No","Servicios"
"1806",2,"10 años o más","Libro de registro diario",0,1.45e+08,1,1,"No","Sí","4 MB o más","No","Servicios"
"1807",4,"10 años o más","P o G o Balance General",0,1.55e+08,1,0,"No","No",NA,"No","Servicios"
"1808",2,"10 años o más","P o G o Balance General",0,6.5e+07,0,0,"No","No",NA,"No","Servicios"
"1809",9,"10 años o más","P o G o Balance General",0,2.55e+08,4,0,"No","Sí","4 MB o más","No","Servicios"
"1810",2,"10 años o más","Libro de registro diario",0,5.8e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"1811",2,"10 años o más","P o G o Balance General",0,9.5e+07,0,2,"No","Sí","4 MB o más","No","Servicios"
"1812",2,"10 años o más","P o G o Balance General",0,1.1e+08,1,0,"No","Sí","4 MB o más","No","Servicios"
"1813",3,"5 a menos de 10 años","Otro tipo de cuentas",0,1.46e+08,1,0,"No","No",NA,"No","Comercio"
"1814",1,"1 a menos de 3 años","Libro de registro diario",0,1e+08,0,0,"No","No",NA,"No","Comercio"
"1815",1,"1 a menos de 3 años","P o G o Balance General",0,1.26e+08,0,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1816",1,"5 a menos de 10 años","P o G o Balance General",0,7e+07,0,0,"Sí","No",NA,"Sí","Comercio"
"1817",3,"10 años o más","P o G o Balance General",0,191500000,0,0,"No","Sí","Móvil 2G","No","Comercio"
"1818",3,"3 a menos de 5 años","P o G o Balance General",0,44568000,1,0,"No","No",NA,"No","Comercio"
"1819",1,"5 a menos de 10 años","Libro de registro diario",0,6e+08,0,0,"No","No",NA,"No","Comercio"
"1820",2,"3 a menos de 5 años","P o G o Balance General",0,9.6e+07,0,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1821",3,"10 años o más","P o G o Balance General",0,93600000,0,0,"No","No",NA,"No","Comercio"
"1822",3,"3 a menos de 5 años","P o G o Balance General",0,2.3e+08,1,0,"No","No",NA,"No","Servicios"
"1823",1,"3 a menos de 5 años","Otro tipo de cuentas",0,9.6e+07,0,0,"No","No",NA,"No","Comercio"
"1824",4,"10 años o más","Otro tipo de cuentas",0,1.872e+09,1,0,"No","No",NA,"No","Comercio"
"1825",2,"5 a menos de 10 años","Otro tipo de cuentas",0,3e+08,0,0,"No","No",NA,"No","Comercio"
"1826",2,"3 a menos de 5 años","Libro de registro diario",0,9e+07,0,1,"No","Sí","4 MB o más","No","Servicios"
"1827",3,"5 a menos de 10 años","No lleva",0,1.4e+08,0,0,"No","No",NA,"No","Servicios"
"1828",6,"1 a menos de 3 años","Libro de registro diario",0,1.44e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1829",1,"5 a menos de 10 años","Libro de registro diario",0,5.5e+07,0,0,"No","No",NA,"No","Comercio"
"1830",5,"10 años o más","Libro de registro diario",0,1e+08,2,2,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1831",2,"10 años o más","Libro de registro diario",0,4.8e+07,0,0,"No","No",NA,"No","Servicios"
"1832",3,"5 a menos de 10 años","Libro de registro diario",0,1.32e+08,1,0,"No","Sí","4 MB o más","No","Industria"
"1833",2,"10 años o más","Libro de registro diario",0,9.7e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"1834",3,"3 a menos de 5 años","Libro de registro diario",0,5.5e+07,0,0,"No","No",NA,"No","Servicios"
"1835",2,"10 años o más","P o G o Balance General",0,1.88e+08,1,0,"No","Sí","4 MB o más","No","Comercio"
"1836",3,"5 a menos de 10 años","P o G o Balance General",0,1.75e+08,1,0,"Sí","Sí","4 MB o más","Sí","Comercio"
"1837",2,"10 años o más","Libro de registro diario",0,1.35e+08,0,0,"No","No",NA,"No","Servicios"
"1838",2,"10 años o más","Libro de registro diario",0,2.3e+08,1,0,"No","Sí","4 MB o más","No","Servicios"
"1839",2,"10 años o más","Libro de registro diario",0,1.55e+08,1,0,"No","Sí","4 MB o más","No","Servicios"
"1840",1,"5 a menos de 10 años","Otro tipo de cuentas",0,9.4e+07,0,1,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1841",2,"5 a menos de 10 años","Libro de registro diario",0,6e+06,0,0,"No","No",NA,"No","Comercio"
"1842",1,"3 a menos de 5 años","Otro tipo de cuentas",0,1.56e+08,0,0,"No","No",NA,"No","Comercio"
"1843",1,"5 a menos de 10 años","Libro de registro diario",0,7.8e+07,0,0,"No","No",NA,"No","Comercio"
"1844",1,"3 a menos de 5 años","Libro de registro diario",0,3.6e+07,0,0,"No","No",NA,"No","Comercio"
"1845",1,"5 a menos de 10 años","Otro tipo de cuentas",0,1.8e+08,0,0,"No","No",NA,"No","Comercio"
"1846",3,"10 años o más","Otro tipo de cuentas",0,9e+07,0,0,"No","No",NA,"No","Comercio"
"1847",1,"5 a menos de 10 años","Otro tipo de cuentas",0,75600000,1,0,"No","No",NA,"No","Comercio"
"1848",4,"10 años o más","Otro tipo de cuentas",0,197600000,4,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1849",3,"10 años o más","No lleva",1,1.2e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","Sí","Servicios"
"1850",4,"1 a menos de 3 años","Otro tipo de cuentas",0,1.59e+08,1,0,"No","No",NA,"No","Comercio"
"1851",5,"1 a menos de 3 años","Libro de registro diario",0,8e+07,2,1,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Servicios"
"1852",3,"5 a menos de 10 años","Libro de registro diario",0,80500000,0,0,"No","No",NA,"No","Servicios"
"1853",1,"1 a menos de 3 años","P o G o Balance General",2,4.8e+07,1,0,"No","Sí","Móvil 4G","Sí","Servicios"
"1854",2,"3 a menos de 5 años","P o G o Balance General",1,6.9e+07,0,0,"No","Sí","4 MB o más","No","Servicios"
"1855",2,"5 a menos de 10 años","Libro de registro diario",0,7e+07,1,0,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Servicios"
"1856",3,"10 años o más","Libro de registro diario",0,2.38e+08,1,0,"No","Sí","4 MB o más","No","Servicios"
"1857",5,"5 a menos de 10 años","P o G o Balance General",0,1.8e+08,5,0,"No","Sí","4 MB o más","Sí","Servicios"
"1858",4,"5 a menos de 10 años","Libro de registro diario",0,9.4e+07,0,1,"No","Sí","4 MB o más","No","Servicios"
"1859",4,"10 años o más","P o G o Balance General",0,9e+08,6,0,"No","Sí","4 MB o más","No","Servicios"
"1860",4,"5 a menos de 10 años","Otro tipo de cuentas",0,1.3e+08,0,0,"No","No",NA,"No","Servicios"
"1861",6,"3 a menos de 5 años","Otro tipo de cuentas",0,8.2e+07,1,0,"No","No",NA,"No","Servicios"
"1862",4,"10 años o más","Libro de registro diario",0,21600000,0,0,"No","No",NA,"No","Servicios"
"1863",2,"10 años o más","P o G o Balance General",0,1.2e+08,0,0,"No","No",NA,"No","Comercio"
"1864",2,"5 a menos de 10 años","P o G o Balance General",0,1.69e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1865",2,"5 a menos de 10 años","Libro de registro diario",0,23700000,0,0,"No","No",NA,"No","Comercio"
"1866",9,"5 a menos de 10 años","P o G o Balance General",0,1.08e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"1867",1,"5 a menos de 10 años","Otro tipo de cuentas",0,1.59e+08,0,0,"No","No",NA,"No","Comercio"
"1868",3,"1 a menos de 3 años","Otro tipo de cuentas",0,1.8e+08,0,0,"No","Sí","Menos de 2 MB","No","Comercio"
"1869",1,"5 a menos de 10 años","Otro tipo de cuentas",0,65520000,0,0,"No","No",NA,"No","Comercio"
"1870",1,"3 a menos de 5 años","Otro tipo de cuentas",0,81123000,0,0,"No","No",NA,"No","Comercio"
"1871",3,"3 a menos de 5 años","P o G o Balance General",0,228260000,0,1,"No","No",NA,"No","Comercio"
"1872",1,"10 años o más","Libro de registro diario",0,5.3e+07,0,0,"No","No",NA,"No","Comercio"
"1873",1,"10 años o más","Otro tipo de cuentas",0,31200000,0,0,"No","No",NA,"No","Comercio"
"1874",5,"5 a menos de 10 años","Libro de registro diario",0,203123000,0,0,"No","No",NA,"No","Servicios"
"1875",3,"10 años o más","Libro de registro diario",0,4.68e+08,0,0,"No","No",NA,"No","Comercio"
"1876",2,"3 a menos de 5 años","P o G o Balance General",0,2.4e+08,0,0,"No","No",NA,"No","Comercio"
"1877",2,"10 años o más","Libro de registro diario",0,195360000,0,0,"No","No",NA,"No","Comercio"
"1878",4,"5 a menos de 10 años","Libro de registro diario",0,1.98e+08,0,0,"No","No",NA,"No","Servicios"
"1879",1,"10 años o más","No lleva",0,1.2e+07,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"1880",2,"10 años o más","No lleva",0,5e+06,0,0,"No","No",NA,"No","Servicios"
"1881",3,"10 años o más","Libro de registro diario",0,1.68e+08,0,0,"No","No",NA,"No","Comercio"
"1882",2,"5 a menos de 10 años","Libro de registro diario",0,48877000,1,1,"No","Sí","4 MB o más","No","Servicios"
"1883",6,"10 años o más","P o G o Balance General",0,2.3e+08,4,1,"Sí","Sí","4 MB o más","Sí","Servicios"
"1884",4,"5 a menos de 10 años","Libro de registro diario",0,1.32e+08,1,0,"No","Sí","4 MB o más","No","Comercio"
"1885",2,"3 a menos de 5 años","Otro tipo de cuentas",0,1.5e+07,1,1,"No","No",NA,"No","Servicios"
"1886",7,"5 a menos de 10 años","Libro de registro diario",0,7.2e+07,1,0,"Sí","Sí","Móvil 4G","Sí","Servicios"
