"","P607 - Nº Trabajadores","P639 - Años Funcionamiento","P640 - Método Contable","P978 - Smartphones","P1010 - Ingresos ($)","P1087 - PC Escritorio","P1088 - PC Portátil","P1559 - Redes Sociales","P2524 - Acceso a Internet","P2529 - Velocidad Internet","P2532 - Página Web","SECTOR - Sector Económico"
"1",4,"3 a menos de 5 años","Otro tipo de cuentas",0,1.62e+08,0,0,"No","No",NA,"No","Servicios"
"2",1,"1 a menos de 3 años","No lleva",0,2.3e+07,0,0,"No","No",NA,"No","Servicios"
"3",1,"10 años o más","Otro tipo de cuentas",0,9e+07,0,0,"No","Sí","Menos de 2 MB","No","Comercio"
"4",1,"1 a menos de 3 años","No lleva",0,3.6e+07,0,0,"No","No",NA,"No","Comercio"
"5",1,"10 años o más","No lleva",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"6",1,"5 a menos de 10 años","Otro tipo de cuentas",0,5.5e+07,0,0,"No","No",NA,"No","Comercio"
"7",1,"5 a menos de 10 años","Otro tipo de cuentas",0,5.4e+07,0,0,"No","No",NA,"No","Comercio"
"8",1,"1 a menos de 3 años","Otro tipo de cuentas",0,4e+07,0,0,"No","No",NA,"No","Comercio"
"9",1,"3 a menos de 5 años","Otro tipo de cuentas",0,3.6e+07,0,0,"No","No",NA,"No","Comercio"
"10",1,"3 a menos de 5 años","Otro tipo de cuentas",0,3.3e+07,0,0,"No","No",NA,"No","Comercio"
"11",1,"1 a menos de 3 años","Otro tipo de cuentas",0,62400000,0,0,"No","No",NA,"No","Servicios"
"12",2,"3 a menos de 5 años","Otro tipo de cuentas",0,1.08e+08,0,0,"No","No",NA,"No","Comercio"
"13",4,"10 años o más","No lleva",0,7800000,0,0,"No","No",NA,"No","Servicios"
"14",2,"3 a menos de 5 años","Otro tipo de cuentas",0,1.2e+07,1,0,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Servicios"
"15",2,"1 a menos de 3 años","No lleva",0,5.3e+07,0,0,"No","No",NA,"No","Comercio"
"16",1,"10 años o más","No lleva",0,8e+06,0,0,"No","No",NA,"No","Comercio"
"17",1,"10 años o más","Otro tipo de cuentas",0,8160000,0,0,"No","No",NA,"No","Comercio"
"18",1,"10 años o más","Otro tipo de cuentas",0,3.6e+07,0,0,"No","No",NA,"No","Comercio"
"19",1,"10 años o más","No lleva",0,2.3e+07,0,0,"No","No",NA,"No","Comercio"
"20",1,"10 años o más","Otro tipo de cuentas",0,7.2e+07,0,0,"No","No",NA,"No","Comercio"
"21",1,"3 a menos de 5 años","No lleva",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"22",1,"1 a menos de 3 años","No lleva",0,3e+06,0,0,"No","No",NA,"No","Comercio"
"23",1,"1 a menos de 3 años","Otro tipo de cuentas",0,7.8e+07,0,0,"No","No",NA,"No","Comercio"
"24",1,"10 años o más","Otro tipo de cuentas",0,1.05e+08,9,0,"No","No",NA,"No","Comercio"
"25",1,"10 años o más","Otro tipo de cuentas",0,86400000,0,0,"No","No",NA,"No","Comercio"
"26",3,"3 a menos de 5 años","No lleva",0,1.44e+08,0,0,"No","No",NA,"No","Industria"
"27",9,"5 a menos de 10 años","Otro tipo de cuentas",0,224600000,0,0,"No","No",NA,"No","Industria"
"28",2,"10 años o más","Otro tipo de cuentas",0,1.23e+08,0,0,"No","No",NA,"No","Industria"
"29",2,"1 a menos de 3 años","Otro tipo de cuentas",0,8.1e+07,0,0,"No","No",NA,"No","Comercio"
"30",1,"10 años o más","Otro tipo de cuentas",0,7.5e+07,0,0,"No","No",NA,"No","Servicios"
"31",1,"5 a menos de 10 años","No lleva",0,15600000,0,0,"No","No",NA,"No","Comercio"
"32",1,"5 a menos de 10 años","Otro tipo de cuentas",0,5.2e+07,0,0,"No","No",NA,"No","Comercio"
"33",1,"10 años o más","Otro tipo de cuentas",0,10800000,0,0,"No","No",NA,"No","Comercio"
"34",1,"10 años o más","Otro tipo de cuentas",0,3.6e+07,0,0,"No","No",NA,"No","Comercio"
"35",2,"5 a menos de 10 años","Otro tipo de cuentas",0,249600000,0,0,"No","No",NA,"No","Comercio"
"36",2,"10 años o más","No lleva",0,43600000,0,0,"No","No",NA,"No","Industria"
"37",2,"3 a menos de 5 años","Libro de registro diario",0,2.6e+07,0,0,"No","No",NA,"No","Comercio"
"38",1,"5 a menos de 10 años","Otro tipo de cuentas",0,4.2e+07,0,0,"No","No",NA,"No","Servicios"
"39",1,"1 a menos de 3 años","Otro tipo de cuentas",0,5800000,0,0,"No","No",NA,"No","Comercio"
"40",2,"10 años o más","Libro de registro diario",0,4.6e+07,0,0,"No","No",NA,"No","Comercio"
"41",2,"3 a menos de 5 años","Otro tipo de cuentas",0,9.2e+07,0,0,"No","No",NA,"No","Comercio"
"42",2,"10 años o más","Otro tipo de cuentas",0,2.8e+08,0,0,"No","No",NA,"No","Comercio"
"43",1,"3 a menos de 5 años","Libro de registro diario",0,1.4e+07,0,0,"No","No",NA,"No","Servicios"
"44",2,"1 a menos de 3 años","No lleva",0,3.1e+07,1,0,"No","Sí","4 MB o más","No","Comercio"
"45",1,"10 años o más","Otro tipo de cuentas",0,1.5e+07,0,0,"No","No",NA,"No","Servicios"
"46",2,"5 a menos de 10 años","Otro tipo de cuentas",0,43680000,0,0,"No","No",NA,"No","Servicios"
"47",1,"3 a menos de 5 años","Otro tipo de cuentas",0,1.08e+08,0,0,"No","No",NA,"No","Servicios"
"48",1,"5 a menos de 10 años","No lleva",0,1.8e+07,0,0,"No","No",NA,"No","Comercio"
"49",3,"5 a menos de 10 años","No lleva",0,2.2e+07,10,0,"Sí","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"50",1,"10 años o más","Otro tipo de cuentas",0,2.6e+07,0,0,"No","No",NA,"No","Servicios"
"51",5,"10 años o más","Libro de registro diario",0,4.8e+07,1,0,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Comercio"
"52",4,"1 a menos de 3 años","Otro tipo de cuentas",0,1.62e+08,0,0,"No","No",NA,"No","Industria"
"53",2,"10 años o más","Otro tipo de cuentas",0,9.7e+07,1,0,"Sí","Sí","Menos de 2 MB","Sí","Industria"
"54",2,"5 a menos de 10 años","Libro de registro diario",0,3.6e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"55",2,"3 a menos de 5 años","Otro tipo de cuentas",0,5.3e+07,0,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"56",5,"10 años o más","Otro tipo de cuentas",0,9.6e+07,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"57",2,"3 a menos de 5 años","Libro de registro diario",0,6e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"58",2,"10 años o más","Otro tipo de cuentas",0,5e+07,1,0,"No","No",NA,"No","Industria"
"59",3,"10 años o más","Otro tipo de cuentas",0,126300000,1,0,"No","No",NA,"No","Industria"
"60",1,"3 a menos de 5 años","Libro de registro diario",0,4.8e+07,0,1,"No","Sí","Móvil 2G","No","Industria"
"61",2,"1 a menos de 3 años","Otro tipo de cuentas",0,5e+07,0,0,"No","No",NA,"No","Industria"
"62",4,"10 años o más","Otro tipo de cuentas",0,7.2e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"63",1,"1 a menos de 3 años","Libro de registro diario",0,6e+07,0,0,"No","No",NA,"No","Servicios"
"64",1,"10 años o más","Otro tipo de cuentas",0,7.2e+07,0,0,"No","No",NA,"No","Comercio"
"65",3,"5 a menos de 10 años","Otro tipo de cuentas",0,1.46e+08,1,0,"No","No",NA,"No","Comercio"
"66",2,"10 años o más","Libro de registro diario",0,1.8e+07,0,1,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"67",1,"10 años o más","Otro tipo de cuentas",0,52900000,0,0,"No","No",NA,"No","Comercio"
"68",1,"1 a menos de 3 años","Otro tipo de cuentas",0,1.08e+08,0,0,"No","Sí","4 MB o más","No","Comercio"
"69",2,"10 años o más","Otro tipo de cuentas",0,7.2e+07,0,0,"No","No",NA,"No","Comercio"
"70",1,"5 a menos de 10 años","Otro tipo de cuentas",0,26208000,0,0,"No","No",NA,"No","Comercio"
"71",2,"5 a menos de 10 años","Otro tipo de cuentas",0,7.5e+07,0,0,"No","No",NA,"No","Comercio"
"72",1,"3 a menos de 5 años","Otro tipo de cuentas",0,8700000,0,0,"No","No",NA,"No","Comercio"
"73",1,"1 a menos de 3 años","Otro tipo de cuentas",0,16200000,0,0,"No","No",NA,"No","Servicios"
"74",2,"5 a menos de 10 años","Otro tipo de cuentas",0,5e+06,0,0,"No","No",NA,"No","Comercio"
"75",4,"3 a menos de 5 años","Libro de registro diario",0,7.6e+07,0,0,"No","No",NA,"No","Servicios"
"76",1,"1 a menos de 3 años","Otro tipo de cuentas",0,37440000,0,0,"No","No",NA,"No","Servicios"
"77",1,"10 años o más","No lleva",0,13500000,0,0,"No","No",NA,"No","Servicios"
"78",2,"10 años o más","Otro tipo de cuentas",0,1.45e+08,0,0,"No","No",NA,"No","Comercio"
"79",2,"10 años o más","Otro tipo de cuentas",0,5.9e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"80",1,"5 a menos de 10 años","No lleva",0,980000,0,0,"No","No",NA,"No","Comercio"
"81",1,"1 a menos de 3 años","Otro tipo de cuentas",0,18200000,0,0,"No","No",NA,"No","Servicios"
"82",1,"10 años o más","Otro tipo de cuentas",0,6500000,0,0,"No","No",NA,"No","Comercio"
"83",1,"3 a menos de 5 años","No lleva",0,11760000,0,0,"No","No",NA,"No","Servicios"
"84",1,"3 a menos de 5 años","Otro tipo de cuentas",0,36449000,0,0,"No","No",NA,"No","Servicios"
"85",2,"10 años o más","Otro tipo de cuentas",0,9e+07,0,0,"No","No",NA,"No","Servicios"
"86",1,"3 a menos de 5 años","Otro tipo de cuentas",0,64800000,0,0,"No","No",NA,"No","Comercio"
"87",1,"5 a menos de 10 años","Otro tipo de cuentas",0,6500000,0,0,"No","No",NA,"No","Industria"
"88",1,"1 a menos de 3 años","No lleva",0,1.3e+07,0,0,"No","No",NA,"No","Comercio"
"89",1,"3 a menos de 5 años","Otro tipo de cuentas",0,22300000,0,0,"No","No",NA,"No","Comercio"
"90",1,"1 a menos de 3 años","Otro tipo de cuentas",0,5.5e+07,0,0,"No","No",NA,"No","Comercio"
"91",1,"1 a menos de 3 años","Libro de registro diario",0,8e+06,0,0,"No","No",NA,"No","Comercio"
"92",4,"10 años o más","Otro tipo de cuentas",0,3.48e+08,0,1,"No","No",NA,"No","Comercio"
"93",1,"1 a menos de 3 años","Otro tipo de cuentas",0,4.3e+07,0,0,"No","No",NA,"No","Comercio"
"94",2,"1 a menos de 3 años","No lleva",0,4.3e+07,0,0,"No","No",NA,"No","Comercio"
"95",2,"1 a menos de 3 años","Otro tipo de cuentas",0,31600000,0,0,"No","No",NA,"No","Servicios"
"96",1,"1 a menos de 3 años","Otro tipo de cuentas",0,9e+07,0,0,"No","No",NA,"No","Comercio"
"97",1,"10 años o más","Otro tipo de cuentas",0,1.67e+08,0,0,"No","No",NA,"No","Comercio"
"98",1,"3 a menos de 5 años","No lleva",0,4e+06,0,0,"No","No",NA,"No","Comercio"
"99",4,"5 a menos de 10 años","Libro de registro diario",0,1e+08,0,0,"No","No",NA,"No","Comercio"
"100",1,"3 a menos de 5 años","Otro tipo de cuentas",0,4.2e+07,0,0,"No","No",NA,"No","Comercio"
"101",1,"10 años o más","No lleva",0,9600000,0,0,"No","No",NA,"No","Comercio"
"102",1,"10 años o más","Libro de registro diario",0,2.5e+07,0,0,"No","No",NA,"No","Comercio"
"103",2,"10 años o más","Libro de registro diario",0,3.12e+08,0,0,"No","No",NA,"No","Comercio"
"104",2,"5 a menos de 10 años","P o G o Balance General",0,3.5e+08,0,0,"No","No",NA,"No","Comercio"
"105",1,"3 a menos de 5 años","No lleva",0,110200000,0,0,"No","No",NA,"No","Comercio"
"106",1,"5 a menos de 10 años","No lleva",0,8.4e+07,0,0,"No","No",NA,"No","Comercio"
"107",1,"10 años o más","No lleva",0,1.1e+08,1,0,"No","Sí","4 MB o más","No","Comercio"
"108",1,"3 a menos de 5 años","Libro de registro diario",0,1.08e+08,9,0,"No","Sí","4 MB o más","No","Servicios"
"109",1,"10 años o más","Libro de registro diario",0,7.2e+07,0,0,"No","No",NA,"No","Comercio"
"110",1,"1 a menos de 3 años","No lleva",0,2.5e+07,1,1,"Sí","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"111",6,"5 a menos de 10 años","P o G o Balance General",0,2e+08,1,0,"Sí","Sí","4 MB o más","Sí","Servicios"
"112",1,"3 a menos de 5 años","No lleva",0,7.8e+07,0,0,"No","No",NA,"No","Comercio"
"113",1,"10 años o más","Otro tipo de cuentas",0,3.5e+07,1,0,"No","No",NA,"No","Servicios"
"114",1,"10 años o más","No lleva",0,1.1e+08,0,0,"No","No",NA,"No","Servicios"
"115",1,"5 a menos de 10 años","Libro de registro diario",0,8e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"116",2,"10 años o más","No lleva",0,7.2e+07,0,0,"No","No",NA,"No","Servicios"
"117",1,"1 a menos de 3 años","Libro de registro diario",0,4.2e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"118",2,"10 años o más","P o G o Balance General",0,2.1e+08,0,0,"No","Sí","4 MB o más","No","Comercio"
"119",1,"10 años o más","Libro de registro diario",0,4.2e+07,0,0,"No","No",NA,"No","Comercio"
"120",4,"10 años o más","Libro de registro diario",0,1.78e+08,0,0,"No","No",NA,"No","Comercio"
"121",1,"10 años o más","No lleva",0,1.1e+08,0,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"122",1,"3 a menos de 5 años","Libro de registro diario",0,2.4e+08,0,0,"No","No",NA,"No","Comercio"
"123",1,"3 a menos de 5 años","Otro tipo de cuentas",0,6e+06,0,0,"No","No",NA,"No","Industria"
"124",1,"10 años o más","No lleva",0,2.2e+08,0,0,"No","No",NA,"No","Industria"
"125",1,"10 años o más","No lleva",0,7.2e+07,0,0,"No","No",NA,"No","Comercio"
"126",2,"10 años o más","Libro de registro diario",0,5e+07,0,0,"No","No",NA,"No","Comercio"
"127",1,"10 años o más","Libro de registro diario",0,1.3e+08,1,0,"No","No",NA,"No","Comercio"
"128",1,"10 años o más","No lleva",0,9.6e+07,0,0,"No","No",NA,"No","Servicios"
"129",5,"10 años o más","P o G o Balance General",0,3.1e+08,0,0,"No","No",NA,"No","Comercio"
"130",2,"10 años o más","Otro tipo de cuentas",0,1.2e+07,0,1,"No","Sí","4 MB o más","No","Servicios"
"131",2,"5 a menos de 10 años","Otro tipo de cuentas",0,4.4e+07,0,0,"No","No",NA,"No","Comercio"
"132",1,"1 a menos de 3 años","No lleva",0,2.2e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"133",1,"1 a menos de 3 años","No lleva",0,45600000,0,0,"No","No",NA,"No","Comercio"
"134",6,"5 a menos de 10 años","P o G o Balance General",0,2.1e+08,0,0,"No","No",NA,"No","Servicios"
"135",6,"10 años o más","P o G o Balance General",0,6.2e+08,2,0,"Sí","Sí","4 MB o más","Sí","Comercio"
"136",2,"5 a menos de 10 años","No lleva",0,1.55e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"137",1,"1 a menos de 3 años","No lleva",0,1.2e+07,0,0,"No","No",NA,"No","Comercio"
"138",3,"10 años o más","Libro de registro diario",0,9e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"139",2,"1 a menos de 3 años","No lleva",0,20500000,0,0,"No","No",NA,"No","Comercio"
"140",1,"5 a menos de 10 años","Libro de registro diario",0,9e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"141",1,"10 años o más","No lleva",0,6.3e+07,1,0,"No","Sí","4 MB o más","No","Servicios"
"142",2,"1 a menos de 3 años","No lleva",0,21600000,0,0,"No","No",NA,"No","Comercio"
"143",3,"5 a menos de 10 años","P o G o Balance General",1,2e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"144",1,"10 años o más","Otro tipo de cuentas",0,157800000,0,0,"No","No",NA,"No","Comercio"
"145",1,"10 años o más","No lleva",0,3.1e+08,0,0,"No","No",NA,"No","Comercio"
"146",2,"5 a menos de 10 años","Libro de registro diario",0,2e+08,0,0,"No","No",NA,"No","Comercio"
"147",1,"3 a menos de 5 años","No lleva",0,46800000,0,0,"No","No",NA,"No","Comercio"
"148",1,"5 a menos de 10 años","Libro de registro diario",0,1e+08,0,0,"No","No",NA,"No","Comercio"
"149",1,"5 a menos de 10 años","Otro tipo de cuentas",0,82500000,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"150",1,"1 a menos de 3 años","No lleva",0,1.9e+07,0,0,"No","No",NA,"No","Comercio"
"151",1,"10 años o más","Otro tipo de cuentas",0,1.12e+08,1,1,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"152",2,"10 años o más","Libro de registro diario",0,1.15e+08,0,0,"No","No",NA,"No","Comercio"
"153",2,"10 años o más","No lleva",0,1.1e+08,0,0,"No","No",NA,"No","Comercio"
"154",1,"10 años o más","No lleva",0,7.2e+07,0,0,"No","No",NA,"No","Comercio"
"155",1,"5 a menos de 10 años","Libro de registro diario",0,8.5e+07,0,0,"No","No",NA,"No","Comercio"
"156",3,"5 a menos de 10 años","No lleva",0,9.6e+07,0,0,"No","No",NA,"No","Comercio"
"157",7,"10 años o más","Libro de registro diario",0,1.2e+08,1,0,"No","Sí","4 MB o más","No","Comercio"
"158",1,"3 a menos de 5 años","Libro de registro diario",0,8.4e+07,0,0,"No","No",NA,"No","Comercio"
"159",5,"10 años o más","Otro tipo de cuentas",0,4.28e+08,1,0,"No","Sí","4 MB o más","No","Servicios"
"160",2,"3 a menos de 5 años","Libro de registro diario",0,7.2e+07,0,1,"No","No",NA,"No","Comercio"
"161",2,"10 años o más","P o G o Balance General",0,7e+07,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"162",2,"10 años o más","P o G o Balance General",0,9.6e+07,1,0,"No","No",NA,"No","Comercio"
"163",2,"1 a menos de 3 años","P o G o Balance General",0,9.8e+07,1,0,"No","Sí",NA,"No","Comercio"
"164",2,"10 años o más","Libro de registro diario",0,2.16e+08,1,0,"No","No",NA,"No","Comercio"
"165",5,"10 años o más","P o G o Balance General",0,3e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"166",7,"3 a menos de 5 años","P o G o Balance General",0,4.2e+08,1,1,"No","Sí","4 MB o más","No","Comercio"
"167",1,"1 a menos de 3 años","No lleva",0,5.4e+07,0,0,"No","No",NA,"No","Industria"
"168",1,"5 a menos de 10 años","Otro tipo de cuentas",0,42600000,0,0,"No","No",NA,"No","Servicios"
"169",1,"10 años o más","No lleva",0,2e+08,0,0,"No","No",NA,"No","Servicios"
"170",1,"1 a menos de 3 años","No lleva",0,5.4e+07,1,0,"No","Sí","4 MB o más","No","Comercio"
"171",1,"5 a menos de 10 años","Otro tipo de cuentas",0,5e+07,0,0,"No","No",NA,"No","Comercio"
"172",1,"10 años o más","No lleva",0,5e+06,0,0,"No","No",NA,"No","Comercio"
"173",1,"1 a menos de 3 años","No lleva",0,12500000,0,0,"No","No",NA,"No","Comercio"
"174",1,"5 a menos de 10 años","No lleva",0,3.4e+07,0,0,"No","No",NA,"No","Comercio"
"175",2,"10 años o más","Libro de registro diario",0,7.2e+07,0,0,"No","No",NA,"No","Servicios"
"176",2,"10 años o más","P o G o Balance General",0,8e+07,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"177",2,"10 años o más","Libro de registro diario",0,3e+08,0,0,"No","No",NA,"No","Comercio"
"178",1,"10 años o más","No lleva",0,9600000,0,0,"No","No",NA,"No","Servicios"
"179",3,"5 a menos de 10 años","P o G o Balance General",0,2e+08,0,0,"No","No",NA,"No","Comercio"
"180",1,"5 a menos de 10 años","No lleva",0,6.6e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"181",4,"3 a menos de 5 años","Libro de registro diario",0,21600000,1,0,"No","No",NA,"No","Servicios"
"182",3,"5 a menos de 10 años","P o G o Balance General",0,1.87e+08,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"183",4,"5 a menos de 10 años","Libro de registro diario",0,2.52e+08,0,0,"No","No",NA,"No","Comercio"
"184",2,"10 años o más","No lleva",0,21600000,0,0,"No","No",NA,"No","Servicios"
"185",1,"5 a menos de 10 años","Libro de registro diario",0,2.3e+08,0,0,"No","No",NA,"No","Comercio"
"186",1,"10 años o más","No lleva",0,8.4e+07,0,0,"No","No",NA,"No","Industria"
"187",4,"10 años o más","Libro de registro diario",0,2.08e+08,3,0,"No","No",NA,"No","Comercio"
"188",2,"5 a menos de 10 años","Otro tipo de cuentas",0,298700000,0,0,"No","No",NA,"No","Comercio"
"189",1,"10 años o más","No lleva",0,21600000,0,0,"No","No",NA,"No","Comercio"
"190",1,"5 a menos de 10 años","No lleva",0,2246400,0,0,"No","No",NA,"No","Servicios"
"191",3,"10 años o más","Otro tipo de cuentas",0,1.8e+08,1,1,"No","Sí","4 MB o más","No","Comercio"
"192",4,"10 años o más","P o G o Balance General",0,5.61e+08,0,0,"No","No",NA,"No","Comercio"
"193",3,"5 a menos de 10 años","Libro de registro diario",0,3.6e+08,0,0,"No","No",NA,"No","Comercio"
"194",1,"10 años o más","Otro tipo de cuentas",0,3.6e+07,0,0,"No","No",NA,"No","Comercio"
"195",1,"5 a menos de 10 años","Otro tipo de cuentas",0,112300000,0,0,"No","No",NA,"No","Comercio"
"196",1,"10 años o más","Otro tipo de cuentas",0,91200000,0,0,"No","No",NA,"No","Industria"
"197",1,"5 a menos de 10 años","No lleva",0,26200000,0,0,"No","No",NA,"No","Comercio"
"198",1,"1 a menos de 3 años","Otro tipo de cuentas",0,4.2e+07,0,0,"No","No",NA,"No","Comercio"
"199",1,"10 años o más","Libro de registro diario",0,9.6e+07,0,0,"No","No",NA,"No","Comercio"
"200",2,"5 a menos de 10 años","No lleva",0,4.5e+07,0,0,"No","No",NA,"No","Comercio"
"201",1,"1 a menos de 3 años","No lleva",0,1680000,0,0,"No","No",NA,"No","Servicios"
"202",2,"5 a menos de 10 años","Otro tipo de cuentas",0,1e+08,0,0,"No","No",NA,"No","Industria"
"203",1,"1 a menos de 3 años","No lleva",0,1.9e+07,1,0,"No","No",NA,"No","Servicios"
"204",1,"10 años o más","No lleva",0,5.6e+07,0,0,"No","No",NA,"No","Comercio"
"205",2,"10 años o más","Otro tipo de cuentas",0,1.62e+08,0,0,"No","No",NA,"No","Comercio"
"206",1,"1 a menos de 3 años","No lleva",0,35500000,0,0,"No","No",NA,"No","Servicios"
"207",1,"10 años o más","No lleva",0,9e+06,0,0,"No","No",NA,"No","Comercio"
"208",4,"10 años o más","P o G o Balance General",0,7.82e+08,0,0,"No","No",NA,"No","Comercio"
"209",3,"10 años o más","Libro de registro diario",0,3.5e+08,0,0,"No","No",NA,"No","Comercio"
"210",1,"5 a menos de 10 años","Otro tipo de cuentas",0,3.5e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"211",1,"3 a menos de 5 años","No lleva",0,456000,0,0,"No","No",NA,"No","Comercio"
"212",2,"10 años o más","No lleva",0,21600000,0,0,"No","No",NA,"No","Servicios"
"213",3,"5 a menos de 10 años","P o G o Balance General",0,6.18e+08,0,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"214",1,"1 a menos de 3 años","Libro de registro diario",0,3e+08,0,0,"No","Sí","4 MB o más","No","Comercio"
"215",1,"10 años o más","Otro tipo de cuentas",0,3.5e+07,0,0,"No","No",NA,"No","Servicios"
"216",2,"5 a menos de 10 años","Otro tipo de cuentas",0,194600000,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Servicios"
"217",1,"3 a menos de 5 años","No lleva",0,27600000,0,0,"No","No",NA,"No","Comercio"
"218",1,"1 a menos de 3 años","No lleva",0,2100000,0,0,"No","No",NA,"No","Comercio"
"219",1,"5 a menos de 10 años","Otro tipo de cuentas",0,5.5e+07,0,0,"No","No",NA,"No","Comercio"
"220",2,"10 años o más","Otro tipo de cuentas",0,56700000,0,0,"No","No",NA,"No","Industria"
"221",2,"5 a menos de 10 años","Otro tipo de cuentas",0,1e+08,0,0,"No","No",NA,"No","Comercio"
"222",2,"10 años o más","No lleva",0,4.8e+07,0,0,"No","No",NA,"No","Comercio"
"223",1,"1 a menos de 3 años","Otro tipo de cuentas",0,29800000,1,0,"No","No",NA,"No","Comercio"
"224",2,"5 a menos de 10 años","Otro tipo de cuentas",0,2.04e+08,0,0,"No","No",NA,"No","Comercio"
"225",2,"10 años o más","Libro de registro diario",0,1.2e+08,0,0,"No","No",NA,"No","Comercio"
"226",3,"3 a menos de 5 años","Otro tipo de cuentas",0,1.06e+08,0,0,"No","No",NA,"No","Servicios"
"227",1,"10 años o más","Otro tipo de cuentas",0,3.1e+07,0,0,"No","No",NA,"No","Servicios"
"228",1,"10 años o más","No lleva",0,15600000,0,0,"No","No",NA,"No","Comercio"
"229",1,"1 a menos de 3 años","Otro tipo de cuentas",0,7800000,0,0,"No","No",NA,"No","Comercio"
"230",1,"10 años o más","Otro tipo de cuentas",0,33600000,0,0,"No","No",NA,"No","Comercio"
"231",3,"10 años o más","Otro tipo de cuentas",0,223560000,1,0,"Sí","Sí","Entre 2 y menos de 4 MB","Sí","Comercio"
"232",2,"10 años o más","Otro tipo de cuentas",0,3.3e+08,0,0,"No","No",NA,"No","Comercio"
"233",2,"10 años o más","Otro tipo de cuentas",0,9e+07,0,0,"No","No",NA,"No","Comercio"
"234",2,"10 años o más","Otro tipo de cuentas",0,16200000,1,0,"No","Sí","4 MB o más","No","Industria"
"235",9,"10 años o más","P o G o Balance General",0,3.6e+08,5,0,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"236",2,"5 a menos de 10 años","Otro tipo de cuentas",0,9.5e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"237",4,"3 a menos de 5 años","Libro de registro diario",0,1.8e+08,2,0,"No","Sí","4 MB o más","No","Industria"
"238",7,"5 a menos de 10 años","P o G o Balance General",0,8.4e+07,2,0,"No","Sí","Entre 2 y menos de 4 MB","No","Industria"
"239",1,"3 a menos de 5 años","Otro tipo de cuentas",0,10690000,0,0,"No","No",NA,"No","Servicios"
"240",3,"1 a menos de 3 años","No lleva",0,6.6e+07,0,0,"No","No",NA,"No","Industria"
"241",1,"10 años o más","Otro tipo de cuentas",0,56700000,1,0,"No","No",NA,"No","Comercio"
"242",3,"10 años o más","Otro tipo de cuentas",0,8.6e+07,0,0,"No","No",NA,"No","Servicios"
"243",1,"5 a menos de 10 años","No lleva",1,2.1e+07,1,0,"No","No",NA,"No","Industria"
"244",1,"5 a menos de 10 años","Otro tipo de cuentas",0,1.12e+08,0,0,"No","No",NA,"No","Industria"
"245",1,"3 a menos de 5 años","Otro tipo de cuentas",0,6.3e+07,0,0,"No","No",NA,"No","Industria"
"246",1,"5 a menos de 10 años","No lleva",0,18400000,0,0,"No","No",NA,"No","Comercio"
"247",1,"5 a menos de 10 años","Otro tipo de cuentas",0,3e+07,0,0,"No","No",NA,"No","Servicios"
"248",3,"1 a menos de 3 años","No lleva",0,5.4e+07,1,0,"No","Sí","Entre 2 y menos de 4 MB","No","Comercio"
"249",1,"10 años o más","No lleva",0,33600000,1,0,"No","No",NA,"No","Comercio"
"250",1,"10 años o más","Otro tipo de cuentas",0,2700000,0,0,"No","No",NA,"No","Servicios"
"251",1,"10 años o más","Otro tipo de cuentas",0,4e+07,0,0,"No","No",NA,"No","Servicios"
